Character,BASHIR,DAMAR,DAX,DUKAT,EZRI,GARAK,JAKE,KEIKO,KIRA,MARTOK,NOG,ODO,O'BRIEN,QUARK,ROM,SISKO,WEYOUN,WINN,WORF,ZEK,lines,ep,season,title
BASHIR,0,0,0,0,0,0,0,3,1,0,0,0,60,0,0,0,0,0,0,0,38,88,4,Hard Time
DAX,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,88,4,Hard Time
JAKE,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,5,88,4,Hard Time
KEIKO,3,0,0,0,0,0,0,2,0,0,0,0,22,0,0,6,0,0,0,0,20,88,4,Hard Time
KIRA,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,88,4,Hard Time
ODO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,88,4,Hard Time
O'BRIEN,60,0,1,0,0,0,8,22,9,0,0,1,4,8,0,19,0,0,8,0,137,88,4,Hard Time
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,88,4,Hard Time
SISKO,0,0,0,0,0,0,0,6,0,0,0,0,19,0,0,0,0,0,0,0,15,88,4,Hard Time
WORF,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,88,4,Hard Time
BASHIR,4,0,4,0,0,0,0,0,3,0,0,0,15,0,0,14,0,0,0,0,22,89,4,Shattered Mirror
DAX,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,9,89,4,Shattered Mirror
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,23,89,4,Shattered Mirror
JAKE,0,0,0,0,0,0,2,0,5,0,12,0,0,0,0,20,0,0,0,0,37,89,4,Shattered Mirror
KIRA,3,0,0,0,0,0,5,0,4,0,7,0,1,0,0,35,0,0,0,0,37,89,4,Shattered Mirror
NOG,0,0,0,0,0,0,12,0,7,0,2,0,0,0,0,2,0,0,0,0,15,89,4,Shattered Mirror
O'BRIEN,15,0,1,0,0,0,0,0,1,0,0,0,4,0,0,69,0,0,0,0,57,89,4,Shattered Mirror
SISKO,14,0,9,0,0,0,20,0,35,0,2,0,69,0,0,6,0,0,0,0,115,89,4,Shattered Mirror
WORF,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,89,4,Shattered Mirror
BASHIR,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,8,0,0,0,0,9,90,4,The Muse
DAX,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,4,90,4,The Muse
JAKE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,57,90,4,The Muse
KIRA,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,7,90,4,The Muse
ODO,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,2,0,69,90,4,The Muse
O'BRIEN,3,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,5,90,4,The Muse
QUARK,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,90,4,The Muse
SISKO,8,0,0,0,0,0,32,0,6,0,0,0,0,0,0,2,0,0,0,0,31,90,4,The Muse
WORF,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,90,4,The Muse
BASHIR,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,91,4,For The Cause
DAX,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,91,4,For The Cause
GARAK,13,0,0,0,0,2,0,0,6,0,0,0,0,21,0,0,0,0,0,0,41,91,4,For The Cause
JAKE,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22,0,0,0,0,15,91,4,For The Cause
KIRA,0,0,0,0,0,6,0,0,0,0,0,1,0,2,0,3,0,0,0,0,8,91,4,For The Cause
ODO,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,28,0,0,2,0,24,91,4,For The Cause
O'BRIEN,0,0,2,0,0,0,0,0,0,0,0,2,4,0,0,7,0,0,9,0,17,91,4,For The Cause
QUARK,0,0,0,0,0,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,91,4,For The Cause
SISKO,0,0,1,0,0,0,22,0,3,0,0,28,7,0,0,6,0,0,9,0,90,91,4,For The Cause
WORF,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,9,0,0,0,0,11,91,4,For The Cause
BASHIR,0,0,4,0,0,0,0,0,3,0,0,1,4,0,0,2,0,0,2,0,8,92,4,To The Death
DAX,4,0,0,0,0,0,0,0,2,0,0,7,29,0,0,12,2,0,14,0,53,92,4,To The Death
KIRA,3,0,2,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,7,92,4,To The Death
ODO,1,0,7,0,0,0,0,0,0,0,0,2,4,1,0,8,13,0,6,0,24,92,4,To The Death
O'BRIEN,4,0,29,0,0,0,0,0,0,0,0,4,0,0,0,9,2,0,13,0,39,92,4,To The Death
QUARK,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,92,4,To The Death
SISKO,2,0,12,0,0,0,0,0,5,0,0,8,9,0,0,6,36,0,27,0,87,92,4,To The Death
WEYOUN,0,0,2,0,0,0,0,0,0,0,0,13,2,0,0,36,0,0,0,0,39,92,4,To The Death
WORF,2,0,14,0,0,0,0,0,0,0,0,6,13,0,0,27,0,0,0,0,40,92,4,To The Death
BASHIR,12,0,41,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,103,93,4,The Quickening
DAX,41,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,48,93,4,The Quickening
KIRA,11,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,93,4,The Quickening
SISKO,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,93,4,The Quickening
BASHIR,0,0,1,0,0,0,0,0,0,0,0,0,6,8,1,3,0,0,0,0,10,94,4,Body Parts
DAX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,94,4,Body Parts
GARAK,0,0,0,0,0,2,0,0,0,0,0,0,0,25,0,0,0,0,0,0,15,94,4,Body Parts
KEIKO,0,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,16,94,4,Body Parts
KIRA,0,0,0,0,0,0,0,20,0,0,0,0,15,0,0,0,0,0,0,0,23,94,4,Body Parts
ODO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,94,4,Body Parts
O'BRIEN,6,0,0,0,0,0,0,10,15,0,0,0,4,0,0,1,0,0,0,0,21,94,4,Body Parts
QUARK,8,0,0,0,0,25,0,0,0,0,0,1,0,8,111,5,0,0,0,0,128,94,4,Body Parts
ROM,1,0,1,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,58,94,4,Body Parts
SISKO,3,0,1,0,0,0,0,0,0,0,0,3,1,5,0,0,0,0,1,0,7,94,4,Body Parts
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,94,4,Body Parts
BASHIR,0,0,1,0,0,6,0,0,2,0,0,34,0,0,0,12,0,0,3,0,36,95,4,Broken Link
DAX,1,0,0,0,0,0,0,0,3,0,0,0,6,0,0,18,0,0,8,0,21,95,4,Broken Link
GARAK,6,0,0,0,0,2,0,0,0,0,0,15,0,0,0,15,0,0,10,0,34,95,4,Broken Link
KIRA,2,0,3,0,0,0,0,0,0,0,0,9,0,1,0,11,0,0,3,0,15,95,4,Broken Link
ODO,34,0,0,0,0,15,0,0,9,0,0,6,4,6,0,8,0,0,0,0,65,95,4,Broken Link
O'BRIEN,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,6,0,14,95,4,Broken Link
QUARK,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,4,95,4,Broken Link
SISKO,12,0,18,0,0,15,0,0,11,0,0,8,8,0,0,4,0,0,5,0,54,95,4,Broken Link
WORF,3,0,8,0,0,10,0,0,3,0,0,0,6,0,0,5,0,0,0,0,20,95,4,Broken Link
BASHIR,0,0,1,0,0,0,6,0,27,0,0,3,0,0,0,3,0,0,1,0,23,96,5,Apocalypse Rising
DAMAR,0,0,0,6,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,6,96,5,Apocalypse Rising
DAX,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,5,0,0,1,0,6,96,5,Apocalypse Rising
DUKAT,0,6,0,0,0,0,0,0,6,0,0,4,6,0,0,8,0,0,6,0,20,96,5,Apocalypse Rising
JAKE,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,96,5,Apocalypse Rising
KIRA,27,0,4,6,0,0,0,0,4,0,0,1,9,0,0,7,0,0,5,0,34,96,5,Apocalypse Rising
MARTOK,0,0,0,0,0,0,0,0,0,4,0,8,15,0,0,10,0,0,5,0,31,96,5,Apocalypse Rising
ODO,3,2,0,4,0,0,0,0,1,8,0,2,6,0,0,32,0,0,15,0,43,96,5,Apocalypse Rising
O'BRIEN,0,4,1,6,0,0,0,0,9,15,0,6,0,0,0,10,0,0,19,0,35,96,5,Apocalypse Rising
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,96,5,Apocalypse Rising
SISKO,3,0,5,8,0,0,0,0,7,10,0,32,10,6,0,0,0,0,14,0,62,96,5,Apocalypse Rising
WORF,1,0,1,6,0,0,0,0,5,5,0,15,19,0,0,14,0,0,2,0,41,96,5,Apocalypse Rising
BASHIR,0,0,0,0,0,0,0,0,3,0,0,2,0,5,0,0,0,0,0,0,6,97,5,The Ship
DAX,0,0,2,0,0,0,0,0,0,0,0,0,23,0,0,51,0,0,17,0,54,97,5,The Ship
KIRA,3,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,4,97,5,The Ship
ODO,2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,4,97,5,The Ship
O'BRIEN,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,26,0,72,97,5,The Ship
QUARK,5,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,97,5,The Ship
SISKO,0,0,51,0,0,0,0,0,0,0,0,0,45,0,0,4,0,0,14,0,96,97,5,The Ship
WORF,0,0,17,0,0,0,0,0,0,0,0,0,26,0,0,14,0,0,0,0,31,97,5,The Ship
BASHIR,4,0,1,0,0,0,0,0,0,0,0,0,24,2,0,0,0,0,2,0,18,98,5,Looking for Par'Mach In All The Wrong Places
DAX,1,0,6,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,52,0,50,98,5,Looking for Par'Mach In All The Wrong Places
KEIKO,0,0,0,0,0,0,0,2,14,0,0,0,10,0,0,0,0,0,0,0,14,98,5,Looking for Par'Mach In All The Wrong Places
KIRA,0,0,0,0,0,0,0,14,0,0,0,18,39,0,0,0,0,0,0,0,36,98,5,Looking for Par'Mach In All The Wrong Places
ODO,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,10,98,5,Looking for Par'Mach In All The Wrong Places
O'BRIEN,24,0,0,0,0,0,0,10,39,0,0,0,2,0,0,0,0,0,0,0,39,98,5,Looking for Par'Mach In All The Wrong Places
QUARK,2,0,20,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,30,0,56,98,5,Looking for Par'Mach In All The Wrong Places
SISKO,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,98,5,Looking for Par'Mach In All The Wrong Places
WORF,2,0,52,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,6,0,53,98,5,Looking for Par'Mach In All The Wrong Places
BASHIR,8,0,0,0,0,0,43,0,0,0,0,0,0,0,0,4,0,0,0,0,52,99,5,Nor The Battle To The Strong
DAX,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,24,0,0,1,0,17,99,5,Nor The Battle To The Strong
JAKE,43,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,80,99,5,Nor The Battle To The Strong
KIRA,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,4,99,5,Nor The Battle To The Strong
ODO,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,23,0,0,0,0,15,99,5,Nor The Battle To The Strong
O'BRIEN,0,0,3,0,0,0,0,0,3,0,0,2,2,2,0,1,0,0,1,0,7,99,5,Nor The Battle To The Strong
QUARK,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,3,99,5,Nor The Battle To The Strong
SISKO,4,0,24,0,0,0,3,0,2,0,0,23,1,0,0,2,0,0,1,0,31,99,5,Nor The Battle To The Strong
WORF,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,99,5,Nor The Battle To The Strong
BASHIR,0,0,0,0,0,0,0,9,0,0,0,0,27,0,0,2,0,0,0,0,22,100,5,The Assignment
DAX,0,0,0,0,0,0,0,4,0,0,0,3,13,0,0,4,0,0,0,0,14,100,5,The Assignment
JAKE,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,1,0,0,0,0,5,100,5,The Assignment
KEIKO,9,0,4,0,0,0,7,10,0,0,0,2,92,0,0,2,0,0,0,0,73,100,5,The Assignment
ODO,0,0,3,0,0,0,0,2,0,0,0,2,17,0,4,6,0,0,0,0,19,100,5,The Assignment
O'BRIEN,27,0,13,0,0,0,1,92,0,0,0,17,4,0,49,14,0,0,3,0,134,100,5,The Assignment
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,11,100,5,The Assignment
ROM,0,0,0,0,0,0,0,0,0,0,0,4,49,21,0,0,0,0,0,0,45,100,5,The Assignment
SISKO,2,0,4,0,0,0,1,2,0,0,0,6,14,0,0,0,0,0,0,0,18,100,5,The Assignment
WORF,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,100,5,The Assignment
BASHIR,0,0,2,0,0,0,0,0,2,0,0,2,44,0,0,5,0,0,3,0,44,101,5,Trials and Tribble-ations
DAX,2,0,0,0,0,0,0,0,3,0,0,2,8,0,0,50,0,0,1,0,47,101,5,Trials and Tribble-ations
KIRA,2,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,14,101,5,Trials and Tribble-ations
ODO,2,0,2,0,0,0,0,0,0,0,0,2,7,0,0,7,0,0,19,0,38,101,5,Trials and Tribble-ations
O'BRIEN,44,0,8,0,0,0,0,0,3,0,0,7,2,0,0,15,0,0,6,0,54,101,5,Trials and Tribble-ations
SISKO,5,0,50,0,0,0,0,0,6,0,0,7,15,0,0,8,0,0,2,0,92,101,5,Trials and Tribble-ations
WORF,3,0,1,0,0,0,0,0,0,0,0,19,6,0,0,2,0,0,0,0,21,101,5,Trials and Tribble-ations
BASHIR,0,0,9,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,28,102,5,Let He Who Is Without Sin
DAX,9,0,6,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,105,0,103,102,5,Let He Who Is Without Sin
QUARK,11,0,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,38,102,5,Let He Who Is Without Sin
SISKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,102,5,Let He Who Is Without Sin
WORF,6,0,105,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,87,102,5,Let He Who Is Without Sin
BASHIR,2,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,16,0,19,103,5,Things Past
DAX,0,0,0,23,0,4,0,0,0,0,0,6,0,0,0,12,0,0,0,0,27,103,5,Things Past
DUKAT,0,0,23,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,103,5,Things Past
GARAK,0,0,4,0,0,0,0,0,0,0,0,21,0,0,0,34,0,0,0,0,37,103,5,Things Past
KIRA,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,103,5,Things Past
ODO,7,0,6,1,0,21,0,0,5,0,0,2,0,1,0,31,0,0,0,0,59,103,5,Things Past
QUARK,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,10,103,5,Things Past
SISKO,0,0,12,0,0,34,0,0,0,0,0,31,0,6,0,4,0,0,0,0,56,103,5,Things Past
WORF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,103,5,Things Past
BASHIR,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,104,5,The Ascent
DAX,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,104,5,The Ascent
JAKE,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,10,0,0,0,0,39,104,5,The Ascent
KIRA,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,104,5,The Ascent
NOG,0,0,0,0,0,0,64,0,3,0,0,0,5,0,0,15,0,0,0,0,47,104,5,The Ascent
ODO,3,0,2,0,0,0,0,0,0,0,0,10,0,232,3,0,0,0,2,0,132,104,5,The Ascent
O'BRIEN,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,104,5,The Ascent
QUARK,0,0,0,0,0,0,0,0,0,0,0,232,0,18,15,0,0,0,0,0,136,104,5,The Ascent
ROM,0,0,0,0,0,0,0,0,0,0,0,3,0,15,6,19,0,0,0,0,23,104,5,The Ascent
SISKO,0,0,0,0,0,0,10,0,0,0,15,0,0,0,19,0,0,0,0,0,23,104,5,The Ascent
WORF,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,104,5,The Ascent
BASHIR,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,19,105,5,Rapture
DAX,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,3,0,0,4,0,11,105,5,Rapture
JAKE,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,1,0,0,13,105,5,Rapture
KIRA,0,0,9,0,0,0,0,0,0,0,0,6,3,0,0,24,0,39,6,0,48,105,5,Rapture
ODO,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,1,6,0,10,105,5,Rapture
O'BRIEN,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,105,5,Rapture
QUARK,0,0,5,0,0,0,0,0,0,0,0,5,0,2,0,11,0,0,5,0,16,105,5,Rapture
SISKO,14,0,3,0,0,0,15,0,24,0,0,0,4,11,0,4,0,10,0,0,92,105,5,Rapture
WINN,0,0,0,0,0,0,1,0,39,0,0,1,0,0,0,10,0,0,0,0,33,105,5,Rapture
WORF,0,0,4,0,0,0,0,0,6,0,0,6,0,5,0,0,0,0,0,0,11,105,5,Rapture
BASHIR,0,0,1,0,0,0,0,0,21,0,0,4,0,0,0,4,0,0,0,0,16,106,5,The Darkness And The Light
DAX,1,0,2,0,0,0,0,0,7,0,5,1,0,0,0,4,0,0,16,0,19,106,5,The Darkness And The Light
KIRA,21,0,7,0,0,0,0,0,8,0,5,44,9,3,0,14,0,0,1,0,104,106,5,The Darkness And The Light
NOG,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,106,5,The Darkness And The Light
ODO,4,0,1,0,0,0,0,0,44,0,0,0,0,0,0,14,0,0,1,0,40,106,5,The Darkness And The Light
O'BRIEN,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,106,5,The Darkness And The Light
QUARK,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,106,5,The Darkness And The Light
SISKO,4,0,4,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,3,0,21,106,5,The Darkness And The Light
WORF,0,0,16,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,11,106,5,The Darkness And The Light
BASHIR,2,0,0,0,0,0,0,2,1,0,0,3,1,0,0,0,0,0,0,0,7,107,5,The Begotten
KEIKO,2,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,12,107,5,The Begotten
KIRA,1,0,0,0,0,0,0,3,0,0,0,6,10,0,0,0,0,0,0,0,25,107,5,The Begotten
ODO,3,0,0,0,0,0,0,0,6,0,0,14,0,24,0,7,0,0,2,0,87,107,5,The Begotten
O'BRIEN,1,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,20,107,5,The Begotten
QUARK,0,0,0,0,0,0,0,0,0,0,0,24,0,2,0,0,0,0,0,0,14,107,5,The Begotten
SISKO,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,107,5,The Begotten
WORF,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,107,5,The Begotten
DAX,0,0,2,0,0,0,0,0,15,0,6,1,6,0,0,62,0,0,9,0,54,108,5,For The Uniform
KIRA,0,0,15,0,0,0,0,0,2,0,6,1,0,0,0,48,0,0,8,0,46,108,5,For The Uniform
NOG,0,0,6,0,0,0,0,0,6,0,0,0,4,0,0,20,0,0,0,0,20,108,5,For The Uniform
ODO,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,26,0,0,0,0,15,108,5,For The Uniform
O'BRIEN,0,0,6,0,0,0,0,0,0,0,4,1,0,0,0,11,0,0,0,0,13,108,5,For The Uniform
SISKO,0,0,62,0,0,0,0,0,48,0,20,26,11,0,0,10,0,0,41,0,158,108,5,For The Uniform
WORF,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,41,0,0,0,0,32,108,5,For The Uniform
BASHIR,0,0,0,1,0,28,0,0,0,3,0,0,0,0,0,2,0,0,3,0,22,109,5,In Purgatory's Shadow
DAX,0,0,2,0,0,0,0,0,12,0,0,5,11,0,0,10,0,0,14,0,28,109,5,In Purgatory's Shadow
DUKAT,1,0,0,0,0,0,0,0,23,0,0,1,1,2,0,2,0,0,0,0,33,109,5,In Purgatory's Shadow
GARAK,28,0,0,0,0,4,0,0,0,9,0,0,0,3,0,7,0,0,47,0,82,109,5,In Purgatory's Shadow
KIRA,0,0,12,23,0,0,0,0,2,0,0,16,5,0,0,16,0,0,0,0,41,109,5,In Purgatory's Shadow
MARTOK,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,109,5,In Purgatory's Shadow
ODO,0,0,5,1,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,13,109,5,In Purgatory's Shadow
O'BRIEN,0,0,11,1,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,15,109,5,In Purgatory's Shadow
QUARK,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,109,5,In Purgatory's Shadow
SISKO,2,0,10,2,0,7,0,0,16,0,0,4,11,0,0,0,0,0,5,0,33,109,5,In Purgatory's Shadow
WORF,3,0,14,0,0,47,0,0,0,9,0,0,0,0,0,5,0,0,0,0,44,109,5,In Purgatory's Shadow
BASHIR,2,0,0,0,0,20,0,0,0,11,0,0,4,0,0,0,0,0,16,0,42,110,5,By Inferno's Light
DAX,0,0,2,1,0,0,0,0,23,0,0,0,4,0,0,8,0,0,2,0,24,110,5,By Inferno's Light
DUKAT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,110,5,By Inferno's Light
GARAK,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,23,110,5,By Inferno's Light
KIRA,0,0,23,0,0,0,0,0,2,1,0,0,5,0,0,18,0,0,0,0,35,110,5,By Inferno's Light
MARTOK,11,0,0,0,0,3,0,0,1,0,0,0,0,0,0,3,0,0,17,0,23,110,5,By Inferno's Light
O'BRIEN,4,0,4,0,0,0,0,0,5,0,0,0,12,0,0,25,0,0,0,0,31,110,5,By Inferno's Light
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,110,5,By Inferno's Light
SISKO,0,0,8,0,0,0,0,0,18,3,0,0,25,0,0,2,0,0,0,0,44,110,5,By Inferno's Light
WORF,16,0,2,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,29,110,5,By Inferno's Light
BASHIR,2,0,1,0,0,0,0,0,0,0,0,6,38,0,0,8,0,0,0,0,86,111,5,"Doctor Bashir, I_Presume"
DAX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,111,5,"Doctor Bashir, I_Presume"
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,5,"Doctor Bashir, I_Presume"
KIRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,5,"Doctor Bashir, I_Presume"
ODO,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,111,5,"Doctor Bashir, I_Presume"
O'BRIEN,38,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,25,111,5,"Doctor Bashir, I_Presume"
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,111,5,"Doctor Bashir, I_Presume"
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,111,5,"Doctor Bashir, I_Presume"
SISKO,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,111,5,"Doctor Bashir, I_Presume"
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,5,"Doctor Bashir, I_Presume"
BASHIR,4,0,9,0,0,0,0,0,0,0,0,21,11,0,0,1,0,0,0,0,25,112,5,A_Simple Investigation
DAX,9,0,0,0,0,0,0,0,6,0,0,4,3,0,0,6,0,0,8,0,19,112,5,A_Simple Investigation
KIRA,0,0,6,0,0,0,0,0,2,0,0,16,0,0,0,0,0,0,2,0,14,112,5,A_Simple Investigation
ODO,21,0,4,0,0,0,0,0,16,0,0,6,2,3,0,2,0,0,1,0,143,112,5,A_Simple Investigation
O'BRIEN,11,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,112,5,A_Simple Investigation
QUARK,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,5,112,5,A_Simple Investigation
SISKO,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,7,112,5,A_Simple Investigation
WORF,0,0,8,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,6,112,5,A_Simple Investigation
BASHIR,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,11,113,5,Business as Usual
DAX,0,0,0,0,0,0,0,0,1,0,0,0,0,34,0,1,0,0,0,0,20,113,5,Business as Usual
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,1,0,0,0,0,14,113,5,Business as Usual
KIRA,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,4,113,5,Business as Usual
ODO,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,4,0,0,0,0,6,113,5,Business as Usual
O'BRIEN,19,0,0,0,0,0,26,0,1,0,0,0,6,1,0,12,0,0,9,0,39,113,5,Business as Usual
QUARK,0,0,34,0,0,0,1,0,1,0,0,4,1,10,0,24,0,0,0,0,111,113,5,Business as Usual
SISKO,0,0,1,0,0,0,1,0,3,0,0,4,12,24,0,2,0,0,0,0,26,113,5,Business as Usual
